0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.999,0.001,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.998,0.002,0.0
0.997,0.003,0.0
0.997,0.003,0.0
0.997,0.003,0.0
0.997,0.003,0.0
0.997,0.003,0.0
0.996,0.004,0.0
0.996,0.004,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.995,0.005,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.994,0.006,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.007,0.0
0.993,0.006,0.001
0.993,0.006,0.001
0.993,0.006,0.001
0.993,0.006,0.001
0.993,0.006,0.001
0.993,0.006,0.001
0.993,0.006,0.001
0.992,0.007,0.001
0.992,0.007,0.001
0.992,0.007,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.991,0.008,0.001
0.99,0.009,0.001
0.99,0.009,0.001
0.99,0.009,0.001
0.99,0.009,0.001
0.989,0.01,0.001
0.989,0.01,0.001
0.988,0.011,0.001
0.988,0.01,0.002
0.988,0.01,0.002
0.988,0.01,0.002
0.988,0.01,0.002
0.986,0.012,0.002
0.986,0.012,0.002
0.986,0.012,0.002
0.986,0.012,0.002
0.986,0.012,0.002
0.985,0.013,0.002
0.985,0.013,0.002
0.985,0.013,0.002
0.985,0.013,0.002
0.985,0.013,0.002
0.985,0.013,0.002
0.984,0.014,0.002
0.983,0.015,0.002
0.981,0.017,0.002
0.981,0.017,0.002
0.981,0.017,0.002
0.981,0.017,0.002
0.981,0.017,0.002
0.981,0.017,0.002
0.981,0.017,0.002
0.98,0.018,0.002
0.98,0.018,0.002
0.979,0.019,0.002
0.979,0.019,0.002
0.979,0.019,0.002
0.979,0.019,0.002
0.978,0.02,0.002
0.978,0.02,0.002
0.978,0.02,0.002
0.977,0.021,0.002
0.977,0.021,0.002
0.977,0.021,0.002
0.975,0.023,0.002
0.975,0.023,0.002
0.974,0.024,0.002
0.974,0.024,0.002
0.973,0.025,0.002
0.973,0.025,0.002
0.972,0.026,0.002
0.971,0.027,0.002
0.969,0.029,0.002
0.968,0.03,0.002
0.967,0.031,0.002
0.966,0.032,0.002
0.966,0.031,0.003
0.966,0.03,0.004
0.965,0.031,0.004
0.965,0.031,0.004
0.965,0.031,0.004
0.964,0.032,0.004
0.964,0.032,0.004
0.962,0.034,0.004
0.961,0.035,0.004
0.96,0.036,0.004
0.957,0.039,0.004
0.954,0.042,0.004
0.953,0.043,0.004
0.952,0.044,0.004
0.952,0.044,0.004
0.952,0.044,0.004
0.951,0.045,0.004
0.951,0.045,0.004
0.951,0.045,0.004
0.951,0.045,0.004
0.95,0.046,0.004
0.948,0.048,0.004
0.948,0.048,0.004
0.948,0.048,0.004
0.948,0.048,0.004
0.946,0.05,0.004
0.945,0.051,0.004
0.945,0.051,0.004
0.942,0.054,0.004
0.942,0.054,0.004
0.941,0.055,0.004
0.939,0.056,0.005
0.939,0.056,0.005
0.939,0.056,0.005
0.939,0.055,0.006
0.938,0.056,0.006
0.938,0.056,0.006
0.936,0.058,0.006
0.934,0.06,0.006
0.933,0.061,0.006
0.93,0.064,0.006
0.93,0.064,0.006
0.93,0.064,0.006
0.929,0.065,0.006
0.928,0.066,0.006
0.928,0.066,0.006
0.927,0.067,0.006
0.926,0.068,0.006
0.924,0.07,0.006
0.924,0.07,0.006
0.923,0.071,0.006
0.919,0.075,0.006
0.917,0.077,0.006
0.915,0.079,0.006
0.914,0.08,0.006
0.911,0.083,0.006
0.908,0.086,0.006
0.907,0.086,0.007
0.905,0.088,0.007
0.905,0.088,0.007
0.902,0.091,0.007
0.9,0.093,0.007
0.899,0.093,0.008
0.899,0.093,0.008
0.898,0.094,0.008
0.897,0.095,0.008
0.894,0.098,0.008
0.892,0.1,0.008
0.889,0.103,0.008
0.885,0.106,0.009
0.883,0.107,0.01
0.881,0.109,0.01
0.879,0.111,0.01
0.877,0.113,0.01
0.876,0.114,0.01
0.875,0.115,0.01
0.874,0.116,0.01
0.874,0.116,0.01
0.873,0.117,0.01
0.871,0.119,0.01
0.871,0.119,0.01
0.869,0.121,0.01
